genename	celltype1	celltype2	celltype3
IRAK3	FPP_11		
IRF4	FPP_11		
IRS2	FPP_11		
ITGB8	FPP_11		
IVD	FPP_11		
JCHAIN	FPP_11		
JMJD7-PLA2G4B	FPP_11		
JUND	FPP_11		
JUP	FPP_11		
KANSL1	FPP_11		
KANSL2	FPP_11		
KANSL3	FPP_11		
KATNB1	FPP_11		
KCNJ3	FPP_11		
KCNK5	FPP_11		
KCNS3	FPP_11		
KDM4A	FPP_11		
KDM4D	FPP_11		
KDR	FPP_11		
KIF11	FPP_11		
KIF21B	FPP_11		
KIF4B	FPP_11		
KIF5C	FPP_11		
KLC2	FPP_11		
KLF10	FPP_11		
KLF3	FPP_11		
KLHDC4	FPP_11		
KLHDC7A	FPP_11		
KLHL17	FPP_11		
KMT2A	FPP_11		
KMT2D	FPP_11		
KMT5B	FPP_11		
KNDC1	FPP_11		
KNSTRN	FPP_11		
KNTC1	FPP_11		
KPNA4	FPP_11		
KRBOX1	FPP_11		
KRT17	FPP_11		
KRT18	FPP_11		
KRTAP3-1	FPP_11		
KXD1	FPP_11		
KYAT1	FPP_11		
LACTB2	FPP_11		
LAMTOR1	FPP_11		
LCN12	FPP_11		
LDB1	FPP_11		
LEMD2	FPP_11		
LEPR	FPP_11		
LEPROTL1	FPP_11		
LGALS3	FPP_11		
LGALS4	FPP_11		
LGI2	FPP_11		
LHFPL2	FPP_11		
LIMD1	FPP_11		
LIN28B	FPP_11		
LINC00672	FPP_11		
LINS1	FPP_11		
LMO1	FPP_11		
LONP1	FPP_11		
LPAR3	FPP_11		
LPAR6	FPP_11		
LPXN	FPP_11		
LRFN5	FPP_11		
LRIF1	FPP_11		
LRP2	FPP_11		
LRRC10B	FPP_11		
LRRC23	FPP_11		
LRRC47	FPP_11		
LSP1	FPP_11		
LTB	FPP_11		
LTC4S	FPP_11		
LUC7L3	FPP_11		
LUM	FPP_11		
LURAP1L	FPP_11		
LXN	FPP_11		
LY96	FPP_11		
LYAR	FPP_11		
MAEL	FPP_11		
MAFG	FPP_11		
MANEA	FPP_11		
MAP1S	FPP_11		
MAP3K8	FPP_11		
MAP4	FPP_11		
MAP6	FPP_11		
MAPK8IP3	FPP_11		
MARS	FPP_11		
MARVELD1	FPP_11		
MBNL2	FPP_11		
MCTP2	FPP_11		
MDM1	FPP_11		
MEF2D	FPP_11		
MEGF6	FPP_11		
MEIOB	FPP_11		
MESP1	FPP_11		
MEST	FPP_11		
METTL14	FPP_11		
METTL21C	FPP_11		
METTL2A	FPP_11		
METTL7A	FPP_11		
METTL8	FPP_11		
MFN2	FPP_11		
MFSD12	FPP_11		
MICU2	FPP_11		
MINK1	FPP_11		
MKRN2	FPP_11		
MMEL1	FPP_11		
MMP19	FPP_11		
MMP3	FPP_11		
MOBP	FPP_11		
MON1B	FPP_11		
MOV10	FPP_11		
MPPED2	FPP_11		
MPV17L2	FPP_11		
MRI1	FPP_11		
MRPL11	FPP_11		
MRPL13	FPP_11		
MRPL18	FPP_11		
MRPL32	FPP_11		
MRPL48	FPP_11		
MRPS12	FPP_11		
MRPS28	FPP_11		
MRVI1	FPP_11		
MSANTD1	FPP_11		
MSC	FPP_11		
MSLN	FPP_11		
MSR1	FPP_11		
MSRB2	FPP_11		
MSRB3	FPP_11		
MT1M	FPP_11		
MTERF2	FPP_11		
MTX2	FPP_11		
MUC20	FPP_11		
MUC4	FPP_11		
MVK	FPP_11		
MYADM	FPP_11		
MYBPC2	FPP_11		
MYDGF	FPP_11		
MYLK3	FPP_11		
MYNN	FPP_11		
MYO7A	FPP_11		
NAALADL1	FPP_11		
NAALADL2	FPP_11		
NADK	FPP_11		
NAE1	FPP_11		
NAP1L5	FPP_11		
NAPG	FPP_11		
NAV2	FPP_11		
NCALD	FPP_11		
NCKIPSD	FPP_11		
NDEL1	FPP_11		
NDRG2	FPP_11		
NDUFA10	FPP_11		
NDUFA5	FPP_11		
NDUFAF7	FPP_11		
NDUFS6	FPP_11		
NEDD4	FPP_11		
NEURL1	FPP_11		
NEURL2	FPP_11		
NFYA	FPP_11		
NGF	FPP_11		
NID2	FPP_11		
NIPBL	FPP_11		
NIPSNAP2	FPP_11		
NKAIN2	FPP_11		
NMRAL1	FPP_11		
NOD1	FPP_11		
NODAL	FPP_11		
NOTUM	FPP_11		
NOXRED1	FPP_11		
NPAS1	FPP_11		
NPC1	FPP_11		
NPIPB3	FPP_11		
NPNT	FPP_11		
NPSR1	FPP_11		
NR1D2	FPP_11		
NSFL1C	FPP_11		
NSL1	FPP_11		
NSUN6	FPP_11		
NT5DC2	FPP_11		
NT5M	FPP_11		
NTHL1	FPP_11		
NUCB2	FPP_11		
NUDT17	FPP_11		
NUP98	FPP_11		
NUTF2	FPP_11		
NXT1	FPP_11		
ODC1	FPP_11		
OGA	FPP_11		
OGFOD1	FPP_11		
OLFML2A	FPP_11		
ONECUT3	FPP_11		
OR7D2	FPP_11		
ORMDL2	FPP_11		
OSBP	FPP_11		
OSBPL8	FPP_11		
OSGIN2	FPP_11		
OSMR	FPP_11		
OSTM1	FPP_11		
OTOGL	FPP_11		
OXCT2	FPP_11		
PAF1	FPP_11		
PAK5	FPP_11		
PALLD	FPP_11		
PAM16	FPP_11		
PANK2	FPP_11		
PARD6G	FPP_11		
PARP3	FPP_11		
PARP9	FPP_11		
PARS2	FPP_11		
PCBD1	FPP_11		
PCDHA9	FPP_11		
PCDHGA11	FPP_11		
PCDHGB1	FPP_11		
PCID2	FPP_11		
PCNX1	FPP_11		
PCOLCE2	FPP_11		
PDCD4	FPP_11		
PDE7B	FPP_11		
PDE8A	FPP_11		
PDYN	FPP_11		
PDZD3	FPP_11		
PEAK1	FPP_11		
PELI3	FPP_11		
PEX11G	FPP_11		
PGAM5	FPP_11		
PGAP3	FPP_11		
PGM1	FPP_11		
PGM2L1	FPP_11		
PHF10	FPP_11		
PHF20	FPP_11		
PHF21A	FPP_11		
PHF23	FPP_11		
PHLDA1	FPP_11		
PHOX2A	FPP_11		
PIFO	FPP_11		
PIGK	FPP_11		
PIK3R5	FPP_11		
PINX1	FPP_11		
PKP2	FPP_11		
PLAAT3	FPP_11		
PLCB1	FPP_11		
PLCE1	FPP_11		
PLCXD3	FPP_11		
PLEKHM3	FPP_11		
PLIN3	FPP_11		
PLRG1	FPP_11		
PODN	FPP_11		
POFUT1	FPP_11		
POLL	FPP_11		
POLM	FPP_11		
POLN	FPP_11		
POLQ	FPP_11		
POLR2J	FPP_11		
POLR2J3	FPP_11		
POLRMT	FPP_11		
POP5	FPP_11		
POTEI	FPP_11		
PPAN	FPP_11		
PPP1R1C	FPP_11		
PPP3CA	FPP_11		
PPP5C	FPP_11		
PPP6R3	FPP_11		
PRB3	FPP_11		
PRDM1	FPP_11		
PRELID1	FPP_11		
PRKAR1A	FPP_11		
PRKD1	FPP_11		
PRKD2	FPP_11		
PRLHR	FPP_11		
PRORP	FPP_11		
PRPF3	FPP_11		
PRPF40A	FPP_11		
PSG4	FPP_11		
PSMB5	FPP_11		
PSMD13	FPP_11		
PSMG4	FPP_11		
PTBP2	FPP_11		
PTCHD4	FPP_11		
PTGES3L	FPP_11		
PTPA	FPP_11		
PTPRO	FPP_11		
PTPRR	FPP_11		
PTRH1	FPP_11		
PXDNL	FPP_11		
PYGM	FPP_11		
QRFPR	FPP_11		
QSOX1	FPP_11		
RAB38	FPP_11		
RAB3GAP1	FPP_11		
RAB6C	FPP_11		
RABAC1	FPP_11		
RANBP10	FPP_11		
RANBP6	FPP_11		
RAP1GAP2	FPP_11		
RAPGEF2	FPP_11		
RASGEF1A	FPP_11		
RASGRP4	FPP_11		
RASIP1	FPP_11		
RASSF2	FPP_11		
RASSF8	FPP_11		
RAVER1	FPP_11		
RB1	FPP_11		
RBM26	FPP_11		
RBM34	FPP_11		
RBM43	FPP_11		
RELCH	FPP_11		
REP15	FPP_11		
RESF1	FPP_11		
REXO1	FPP_11		
RFXAP	FPP_11		
RGPD5	FPP_11		
RGS4	FPP_11		
RGS6	FPP_11		
RHNO1	FPP_11		
RHOBTB2	FPP_11		
RHOBTB3	FPP_11		
RHOD	FPP_11		
RHOJ	FPP_11		
RLBP1	FPP_11		
RNASEH2C	FPP_11		
RNASEL	FPP_11		
RNF141	FPP_11		
RNF187	FPP_11		
RNF24	FPP_11		
RNF39	FPP_11		
RNF44	FPP_11		
ROPN1L	FPP_11		
RP11-29B2.5	FPP_11		
RPA3	FPP_11		
RPAP2	FPP_11		
RPE65	FPP_11		
RPL13	FPP_11		
RPL18A	FPP_11		
RPL36	FPP_11		
RPP14	FPP_11		
RPRM	FPP_11		
RPS19	FPP_11		
RPS24	FPP_11		
RRAD	FPP_11		
RRP15	FPP_11		
RRS1	FPP_11		
RSL24D1	FPP_11		
RSPO4	FPP_11		
RTN4RL2	FPP_11		
RUFY2	FPP_11		
RUNX2	FPP_11		
RUSC1	FPP_11		
RUVBL1	FPP_11		
S100A16	FPP_11		
S100A2	FPP_11		
S100A4	FPP_11		
S1PR3	FPP_11		
S1PR5	FPP_11		
SAMD10	FPP_11		
SAP18	FPP_11		
SAR1B	FPP_11		
SATB1	FPP_11		
SCAMP5	FPP_11		
SCGN	FPP_11		
SCHIP1	FPP_11		
SCIMP	FPP_11		
SCRN1	FPP_11		
SCRT2	FPP_11		
SEC24D	FPP_11		
SEC63	FPP_11		
SECISBP2L	FPP_11		
SEL1L2	FPP_11		
SETD2	FPP_11		
SETD6	FPP_11		
SFRP5	FPP_11		
SFSWAP	FPP_11		
SGCB	FPP_11		
SGK3	FPP_11		
SH2B2	FPP_11		
SH2D6	FPP_11		
SH2D7	FPP_11		
SH3D19	FPP_11		
SHBG	FPP_11		
SHMT2	FPP_11		
SIGMAR1	FPP_11		
SIRT1	FPP_11		
SIRT2	FPP_11		
SIRT4	FPP_11		
SIVA1	FPP_11		
SKP1	FPP_11		
SLA	FPP_11		
SLC16A7	FPP_11		
SLC18B1	FPP_11		
SLC1A5	FPP_11		
SLC22A18	FPP_11		
SLC24A1	FPP_11		
SLC24A3	FPP_11		
SLC25A25	FPP_11		
SLC25A44	FPP_11		
SLC26A8	FPP_11		
SLC29A3	FPP_11		
SLC2A14	FPP_11		
SLC30A3	FPP_11		
SLC30A6	FPP_11		
SLC35E2B	FPP_11		
SLC35F2	FPP_11		
SLC39A3	FPP_11		
SLC39A5	FPP_11		
SLC3A1	FPP_11		
SLC40A1	FPP_11		
SLC45A1	FPP_11		
SLC46A2	FPP_11		
SLC46A3	FPP_11		
SLC4A7	FPP_11		
SLC52A3	FPP_11		
SLC6A3	FPP_11		
SLC6A4	FPP_11		
SLC7A6OS	FPP_11		
SLC9B2	FPP_11		
SLCO6A1	FPP_11		
SLMAP	FPP_11		
SMAD4	FPP_11		
SMARCA4	FPP_11		
SMIM15	FPP_11		
SMIM24	FPP_11		
SNAP25	FPP_11		
SNAP47	FPP_11		
SNIP1	FPP_11		
SNRPD1	FPP_11		
SNRPD2	FPP_11		
SNRPN	FPP_11		
SNX14	FPP_11		
SNX18	FPP_11		
SNX2	FPP_11		
SOHLH2	FPP_11		
SORT1	FPP_11		
SOX13	FPP_11		
SOX21	FPP_11		
SP4	FPP_11		
SPATA2L	FPP_11		
SPATA5L1	FPP_11		
SPATA6L	FPP_11		
SPATS2	FPP_11		
SPC24	FPP_11		
SPDYE3	FPP_11		
SPEM1	FPP_11		
SPICE1	FPP_11		
SPIDR	FPP_11		
SPINK1	FPP_11		
SPINK5	FPP_11		
SPINK6	FPP_11		
SPNS3	FPP_11		
SPON2	FPP_11		
SPTB	FPP_11		
SPTSSB	FPP_11		
SRA1	FPP_11		
SRD5A3	FPP_11		
SSC5D	FPP_11		
ST6GALNAC5	FPP_11		
ST8SIA5	FPP_11		
STARD13	FPP_11		
STAT1	FPP_11		
STIM1	FPP_11		
STIMATE-MUSTN1	FPP_11		
STK17A	FPP_11		
STK17B	FPP_11		
STK19	FPP_11		
STRC	FPP_11		
SUCLG2	FPP_11		
SUFU	FPP_11		
SULF1	FPP_11		
SUPT6H	FPP_11		
SUV39H2	FPP_11		
SVEP1	FPP_11		
SYNDIG1	FPP_11		
SYNPO	FPP_11		
SZT2	FPP_11		
TAC4	FPP_11		
TACR3	FPP_11		
TAF3	FPP_11		
TAF6	FPP_11		
TAF8	FPP_11		
TAFA2	FPP_11		
TAGLN2	FPP_11		
TARS	FPP_11		
TBC1D17	FPP_11		
TBCK	FPP_11		
TBP	FPP_11		
TCAP	FPP_11		
TCF15	FPP_11		
TEPP	FPP_11		
TES	FPP_11		
TEX12	FPP_11		
TEX29	FPP_11		
TFCP2	FPP_11		
THAP10	FPP_11		
THOP1	FPP_11		
THPO	FPP_11		
TIGD1	FPP_11		
TIMM13	FPP_11		
TIPRL	FPP_11		
TKT	FPP_11		
TLE6	FPP_11		
TMCC1	FPP_11		
TMCC2	FPP_11		
TMED3	FPP_11		
TMEM107	FPP_11		
TMEM116	FPP_11		
TMEM125	FPP_11		
TMEM150A	FPP_11		
TMEM163	FPP_11		
TMEM176A	FPP_11		
TMEM177	FPP_11		
TMEM200A	FPP_11		
TMEM203	FPP_11		
TMEM214	FPP_11		
TMEM232	FPP_11		
TMEM234	FPP_11		
TMEM245	FPP_11		
TMEM266	FPP_11		
TMEM30A	FPP_11		
TMEM33	FPP_11		
TMEM43	FPP_11		
TMEM44	FPP_11		
TMEM50A	FPP_11		
TMEM52	FPP_11		
TMEM91	FPP_11		
TMF1	FPP_11		
TMPRSS9	FPP_11		
TNFRSF10A	FPP_11		
TNFSF9	FPP_11		
TNNI2	FPP_11		
TOE1	FPP_11		
TOMM34	FPP_11		
TOR1AIP1	FPP_11		
TOR4A	FPP_11		
TP53I13	FPP_11		
TPBG	FPP_11		
TPK1	FPP_11		
TRAF3IP3	FPP_11		
TRAP1	FPP_11		
TRAPPC12	FPP_11		
TRH	FPP_11		
TRIM16L	FPP_11		
TRIM21	FPP_11		
TRIM27	FPP_11		
TRIM49D1	FPP_11		
TRIM55	FPP_11		
TRIM72	FPP_11		
TRIM73	FPP_11		
TRMO	FPP_11		
TRMT1	FPP_11		
TRMT10A	FPP_11		
TRMT61A	FPP_11		
TRPM4	FPP_11		
TRPM5	FPP_11		
TSPAN9	FPP_11		
TSTD2	FPP_11		
TTC21A	FPP_11		
TTC27	FPP_11		
TTC39B	FPP_11		
TTL	FPP_11		
TUBE1	FPP_11		
TUFM	FPP_11		
TVP23C	FPP_11		
TXLNA	FPP_11		
TXLNB	FPP_11		
TXNDC12	FPP_11		
TYK2	FPP_11		
UACA	FPP_11		
UAP1L1	FPP_11		
UBALD1	FPP_11		
UBAP1L	FPP_11		
UBE2D1	FPP_11		
UBE2E1	FPP_11		
UBE2K	FPP_11		
UBE2R2	FPP_11		
UBQLNL	FPP_11		
UBXN11	FPP_11		
UHRF1BP1L	FPP_11		
UNC93B1	FPP_11		
UQCC1	FPP_11		
USF1	FPP_11		
USH1C	FPP_11		
USP13	FPP_11		
USP20	FPP_11		
USP39	FPP_11		
USP6NL	FPP_11		
UTP11	FPP_11		
UTP23	FPP_11		
VAT1L	FPP_11		
VDAC3	FPP_11		
VEZT	FPP_11		
VGLL3	FPP_11		
VIRMA	FPP_11		
VPS13B	FPP_11		
VPS35	FPP_11		
VPS53	FPP_11		
VRK3	FPP_11		
VSNL1	FPP_11		
VSTM5	FPP_11		
VWC2	FPP_11		
WDFY1	FPP_11		
WDR41	FPP_11		
WDR47	FPP_11		
WDR49	FPP_11		
WDR5	FPP_11		
WDR5B	FPP_11		
WDR62	FPP_11		
WFDC2	FPP_11		
WNT10B	FPP_11		
WNT2B	FPP_11		
WNT5A	FPP_11		
WRAP53	FPP_11		
WTIP	FPP_11		
XAB2	FPP_11		
XRCC1	FPP_11		
YTHDF2	FPP_11		
YY1AP1	FPP_11		
ZBTB4	FPP_11		
ZDHHC12	FPP_11		
ZDHHC20	FPP_11		
ZDHHC4	FPP_11		
ZFP36L1	FPP_11		
ZIC1	FPP_11		
ZNF112	FPP_11		
ZNF165	FPP_11		
ZNF227	FPP_11		
ZNF25	FPP_11		
ZNF283	FPP_11		
ZNF304	FPP_11		
ZNF311	FPP_11		
ZNF324B	FPP_11		
ZNF426	FPP_11		
ZNF436	FPP_11		
ZNF440	FPP_11		
ZNF446	FPP_11		
ZNF487	FPP_11		
ZNF493	FPP_11		
ZNF500	FPP_11		
ZNF519	FPP_11		
ZNF524	FPP_11		
ZNF529	FPP_11		
ZNF532	FPP_11		
ZNF567	FPP_11		
ZNF586	FPP_11		
ZNF616	FPP_11		
ZNF646	FPP_11		
ZNF668	FPP_11		
ZNF678	FPP_11		
ZNF680	FPP_11		
ZNF681	FPP_11		
ZNF691	FPP_11		
ZNF701	FPP_11		
ZNF747	FPP_11		
ZNF75A	FPP_11		
ZNF76	FPP_11		
ZNF766	FPP_11		
ZNF776	FPP_11		
ZNF784	FPP_11		
ZNF816	FPP_11		
ZNF823	FPP_11		
ZNF835	FPP_11		
ZNF844	FPP_11		
ZSCAN29	FPP_11		
ZSWIM8	FPP_11		
